=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2024.02.06 17:27:21 =~=~=~=~=~=~=~=~=~=~=~=
, 18769, 18564
26244, 9
1089, 2209
4356, 7921
12321, 14400
11236, 5041
729, 100
676, 324
0, 289
484, 144
36, 529
900, 625
81, 36
225, 169
4, 81
256, 256
49, 16
144, 144
36, 0
49, 81
25, 1
49, 64
25, 0
36, 49
36, 4
4, 25
16, 1
1, 4
4, 0
4, 16
9, 4
0, 16
16, 9
1, 0
1, 4
1, 0
1, 1
4, 1
9, 9
1, 1
4, 4
1, 0
1, 1
0, 0
0, 0
1, 1
0, 0
0, 0
1, 4
1, 0
0, 1
0, 0
0, 1
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
1, 0
0, 1
1, 0
1, 1
0, 0
1, 1
0, 0
0, 1
0, 0
1, 1
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 1
1, 0
1, 1
0, 1
0, 1
1, 1
0, 1
4, 4
1, 1
1, 0
1, 0
1, 1
9, 4
1, 0
0, 4
4, 1
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 1
1, 0
0, 0
1, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 4
1, 0
0, 1
0, 0
0, 1
1, 1
4, 0
0, 0
0, 0
1, 0
1, 1
0, 0
0, 0
0, 1
1, 1
1, 0
0, 0
0, 0
0, 0
0, 1
1, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 1
0, 0
1, 0
0, 1
1, 1
0, 0
0, 0
0, 0
4, 1
0, 0
0, 0
0, 0
1, 0
0, 9
4, 0
0, 0
1, 1
4, 1
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
0, 1
1, 0
1, 0
0, 0
1, 0
0, 1
0, 0
0, 0
1, 0
1, 0
0, 0
1, 1
0, 0
0, 1
0, 0
0, 1
1, 0
0, 0
4, 1
0, 0
0, 1
0, 0
0, 0
1, 1
0, 0
0, 0
1, 0
1, 1
0, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 1
1, 0
0, 0
0, 0
1, 0
0, 0
1, 0
1, 0
0, 1
0, 1
0, 1
1, 4
1, 0
0, 0
0, 1
1, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 1
0, 0
0, 1
0, 0
1, 0
0, 0
0, 0
1, 0
0, 1
0, 0
0, 0
1, 0
0, 0
4, 1
0, 0
0, 0
1, 4
1, 0
0, 1
1, 4
0, 0
0, 1
1, 0
4, 4
0, 1
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
1, 1
0, 1
0, 1
0, 1
1, 0
0, 0
1, 0
4, 1
1, 0
1, 1
0, 0
1, 1
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
1, 1
0, 0
0, 0
0, 1
1, 1
1, 1
1, 0
0, 0
0, 1
1, 0
0, 0
0, 0
0, 4
1, 0
0, 0
0, 1
0, 0
1, 0
0, 1
0, 0
0, 1
1, 0
0, 0
0, 1
0, 0
1, 1
0, 0
1, 0
0, 0
0, 1
1, 1
0, 1
0, 1
0, 1
1, 0
0, 1
0, 0
0, 1
1, 1
0, 1
0, 0
0, 1
1, 0
0, 0
0, 0
0, 0
0, 1
1, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 4
1, 0
0, 1
0, 0
1, 1
0, 4
9, 0
0, 0
0, 0
0, 0
1, 1
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
1, 1
0, 0
0, 0
0, 4
1, 0
0, 0
0, 1
0, 0
1, 0
0, 1
1, 0
0, 0
4, 4
1, 0
0, 0
1, 1
1, 1
1, 4
1, 0
1, 1
4, 1
0, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 0
4, 1
0, 0
0, 0
0, 1
1, 0
0, 0
0, 0
1, 1
0, 0
1, 0
0, 0
1, 0
1, 0
0, 0
0, 1
0, 1
0, 1
1, 1
0, 1
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
0, 0
1, 1
1, 1
0, 4
4, 0
0, 0
0, 0
0, 1
4, 0
0, 0
0, 0
0, 0
0, 0
1, 1
0, 1
0, 1
0, 0
0, 1
0, 1
1, 0
1, 0
0, 0
0, 1
0, 4
1, 0
0, 1
1, 1
0, 1
0, 0
4, 0
0, 1
0, 0
1, 1
0, 1
1, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 1
0, 4
4, 0
1, 0
1, 0
4, 0
0, 1
0, 1
0, 1
1, 0
0, 0
1, 1
0, 0
0, 1
1, 0
1, 0
0, 0
0, 0
1, 1
0, 0
1, 0
1, 0
0, 1
0, 0
0, 0
0, 1
0, 0
1, 0
0, 0
0, 0
1, 1
1, 0
0, 0
1, 1
0, 0
0, 0
1, 0
0, 0
1, 4
0, 0
0, 0
0, 1
9, 4
1, 0
1, 0
0, 0
1, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
0, 0
1, 1
4, 0
1, 1
1, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 1
4, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 1
0, 0
0, 1
4, 1
0, 1
0, 0
4, 4
0, 0
1, 1
0, 0
1, 4
0, 1
1, 1
0, 0
0, 1
4, 4
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
0, 1
1, 0
0, 0
4, 0
0, 1
0, 0
0, 1
0, 0
0, 0
1, 0
1, 1
0, 1
0, 0
0, 1
0, 1
0, 4
1, 0
0, 0
0, 0
0, 1
0, 1
1, 0
1, 0
0, 1
0, 1
1, 1
0, 0
0, 0
0, 0
1, 1
0, 1
0, 0
0, 0
0, 0
4, 1
1, 0
0, 0
1, 0
1, 1
1, 0
0, 1
1, 0
1, 0
1, 0
0, 0
1, 0
0, 0
1, 0
0, 1
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 1
1, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
1, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
1, 4
0, 0
4, 1
0, 0
0, 0
0, 1
0, 0
1, 0
1, 0
0, 1
0, 0
0, 0
0, 0
1, 1
1, 1
0, 1
0, 0
1, 1
1, 1
0, 1
4, 1
1, 0
0, 0
0, 0
1, 1
1, 4
4, 0
4, 4
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 1
1, 0
0, 1
1, 1
0, 4
0, 4
1, 0
0, 0
0, 0
1, 0
0, 1
0, 0
0, 0
4, 0
1, 1
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
1, 1
0, 1
1, 0
0, 0
1, 1
1, 1
0, 0
1, 0
1, 1
1, 0
0, 1
0, 0
1, 4
9, 4
0, 0
4, 1
1, 1
4, 0
0, 0
0, 0
0, 0
4, 1
0, 4
9, 16
25, 16
4, 0
1, 4
9, 9
4, 4
4, 0
0, 0
1, 0
0, 0
0, 9
16, 1
0, 0
0, 0
0, 9
16, 0
1, 1
0, 1
1, 0
4, 9
9, 0
1, 9
16, 4
1, 1
0, 4
16, 1
1, 9
0, 25
25, 0
0, 16
25, 9
1, 0
0, 0
0, 0
0, 9
49, 64
25, 1
1, 0
0, 0
1, 4
9, 25
16, 0
0, 1
0, 1
1, 16
4, 0
1, 0
4, 9
1, 1
0, 0
0, 0
0, 1
1, 1
4, 0
0, 1
1, 1
9, 1
0, 9
9, 1
4, 16
4, 1
1, 0
4, 1
0, 0
1, 1
1, 1
0, 9
9, 1
0, 0
1, 1
0, 1
1, 1
0, 1
0, 0
0, 1
1, 1
1, 49
64, 9
0, 4
9, 9
16, 25
9, 4
4, 0
4, 1
1, 1
1, 0
4, 1
9, 49
36, 1
1, 1
0, 9
1, 25
9, 0
0, 1
4, 9
9, 4
16, 4
0, 0
0, 9
4, 4
1, 16
16, 1
0, 9
9, 4
0, 1
0, 1
4, 1
0, 4
4, 0
0, 0
0, 0
1, 0
0, 0
0, 0
1, 0
1, 4
0, 0
0, 1
1, 9
4, 0
0, 1
4, 0
0, 1
1, 0
1, 4
0, 0
0, 0
0, 0
0, 1
0, 1
0, 4
1, 1
0, 0
1, 0
0, 0
0, 1
1, 0
4, 1
0, 0
0, 1
1, 4
4, 1
1, 1
4, 1
0, 0
1, 0
0, 0
1, 4
1, 0
0, 1
4, 4
1, 0
4, 0
0, 1
1, 1
1, 4
1, 4
4, 1
0, 1
4, 0
1, 4
0, 0
0, 0
1, 1
1, 0
0, 1
4, 0
0, 9
16, 0
4, 4
4, 4
4, 4
0, 0
1, 1
1, 4
1, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
0, 1
1, 1
0, 0
0, 1
0, 1
4, 1
0, 1
1, 0
0, 1
1, 0
0, 0
0, 0
0, 1
4, 0
0, 4
4, 0
0, 0
1, 1
1, 0
0, 1
0, 1
1, 0
1, 1
0, 1
1, 0
0, 0
0, 1
1, 0
0, 0
0, 0
0, 1
4, 1
0, 4
4, 1
0, 0
0, 1
4, 0
1, 0
1, 0
0, 0
1, 9
16, 0
1, 1
4, 4
4, 4
1, 1
4, 1
0, 1
0, 0
4, 1
0, 0
0, 0
1, 1
1, 0
0, 1
0, 0
0, 0
0, 0
1, 0
0, 1
0, 1
0, 0
1, 1
0, 0
1, 0
1, 0
0, 0
1, 0
0, 0
0, 1
1, 0
0, 0
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
1, 0
1, 1
4, 9
4, 1
0, 0
4, 9
16, 9
4, 1
0, 1
1, 4
4, 1
0, 0
1, 0
0, 0
0, 1
1, 0
0, 0
0, 1
0, 0
0, 0
0, 0
1, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 1
0, 0
0, 1
0, 0
0, 1
0, 1
1, 1
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
1, 0
0, 0
1, 1
1, 0
0, 0
1, 1
0, 1
4, 0
0, 0
0, 0
0, 1
4, 4
1, 0
1, 1
0, 1
1, 0
0, 1
4, 0
1, 0
0, 0
0, 0
1, 1
1, 0
0, 0
1, 0
1, 4
0, 9
9, 1
1, 0
0, 0
1, 0
0, 4
1, 0
1, 1
0, 0
1, 0
1, 0
4, 4
0, 0
0, 9
1, 1
1, 0
0, 0
0, 0
0, 0
1, 9
1, 1
4, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
1, 1
0, 0
0, 0
4, 1
0, 1
1, 0
1, 0
16, 0
9, 0
0, 4
1, 4
4, 0
1, 16
9, 1
16, 1
1, 0
1, 16
16, 0
0, 4
4, 0
4, 9
9, 4
1, 1
0, 1
4, 0
0, 0
1, 1
0, 0
0, 1
1, 0
0, 1
4, 4
4, 0
1, 1
0, 0
0, 4
9, 0
4, 0
0, 0
0, 0
1, 1
0, 1
1, 1
0, 0
0, 1
0, 9
9, 1
0, 0
1, 0
1, 0
1, 1
0, 0
0, 1
1, 0
1, 4
0, 25
9, 0
4, 0
0, 0
1, 9
4, 1
0, 16
16, 4
0, 4
0, 0
0, 0
0, 1
1, 0
0, 0
0, 0
1, 0
0, 0
0, 0
0, 0
0, 1
1, 1
1, 0
0, 0
0, 1
0, 4
1, 4
4, 1
0, 0
0, 1
0, 0
0, 1
0, 0
0, 1
0, 1
0, 0
1, 4
1, 0
1, 1
0, 1
0, 0
0, 0
0, 0
0, 1
1, 0
0, 0
0, 0
1, 0
0, 4
4, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1
0, 0
0, 0
0, 0
0, 1
1, 1
0, 0
1, 0
0, 1
0, 0
0, 1
0, 0
0, 0
0, 0
0, 0
1, 0
0, 1
1, 0
1, 0
1, 0
0, 1
0, 0
0, 0
0, 1
1, 0
1, 1
0, 0
0, 0
0, 0
0, 1
1, 0
0, 1
0, 0
0, 4
4, 0
0, 0
0, 0
1, 0
0, 0
0, 1
4, 1
0, 1
0, 1
0, 0
0, 1
1, 0
0, 0
1, 1
1, 0
1, 4
1, 0
0, 0
0, 0
0, 4
1, 0
0, 0
1, 1
0, 1
0, 1
1, 1
0, 1
0, 0
0, 0
0, 0
1, 0
1, 0
0, 0
0, 0
1, 0
0, 0
1, 1
1, 4
0, 0
0, 0
0, 0
0, 1
4, 0
0, 0
0, 1
1, 4
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
1, 0
0, 0
1, 1
1, 0
0, 0
1, 0
0, 0
0, 0
1, 0
0, 1
1, 1
0, 0
0, 0
0, 0
0, 0
4, 0
0, 0
0, 1
1, 0
0, 1
