duration (seconds),emg amplitude
20.059352,9
20.060452,49
20.061644,100
20.062904,121
20.064188,49
20.065384,4
20.066488,256
20.067768,484
20.069036,289
20.070316,64
20.071508,1
20.072612,1
20.07372,4
20.074828,1
20.075928,9
20.077024,36
20.078212,64
20.079388,100
20.080676,64
20.08188,0
20.08298,196
20.084252,529
20.085524,324
20.086812,81
20.088004,1
20.089108,1
20.090208,4
20.091316,1
20.092412,4
20.093512,16
20.094704,49
20.095896,81
20.09708,64
20.098276,0
20.09938,169
20.10066,484
20.101932,361
20.103208,81
20.104404,0
20.105504,9
20.106608,16
20.107792,4
20.108896,9
20.110004,25
20.111192,49
20.112384,64
20.113576,64
20.114772,1
20.115892,121
20.117148,484
20.11842,441
20.119708,144
20.12098,9
20.122072,0
20.12318,4
20.124284,9
20.125392,9
20.1265,16
20.12768,36
20.12888,49
20.130072,49
20.131264,4
20.13236,81
20.133556,324
20.134824,324
20.136104,121
20.137384,9
20.138484,0
20.139596,4
20.140692,4
20.141796,9
20.142896,9
20.144,25
20.145196,49
20.146392,49
20.147588,16
20.148764,9
20.149876,196
20.151148,361
20.152428,225
20.153708,64
20.154884,4
20.155996,0
20.1571,1
20.158204,4
20.159304,4
20.160408,16
20.161604,49
20.162796,49
20.163984,25
20.165172,1
20.166276,144
20.167556,361
20.168836,225
20.170104,64
20.171292,4
20.172396,1
20.173496,4
20.174608,1
20.175712,4
20.176816,9
20.177924,25
20.179116,49
20.180304,49
20.181492,4
20.182604,49
20.183788,225
20.185056,256
20.186348,100
20.187612,16
20.188808,1
20.189908,0
20.191008,0
20.192116,1
20.193216,4
20.194328,16
20.195516,36
20.196708,25
20.197896,9
20.199,9
20.200104,121
20.20138,196
20.202664,100
20.20394,25
20.205132,1
20.206228,0
20.207332,0
20.208436,0
20.209536,0
20.21064,4
20.211756,16
20.212944,25
20.214136,16
20.215324,0
20.216428,64
20.21762,196
20.218896,144
20.220172,36
20.221364,4
20.22246,0
20.223564,0
20.224676,0
20.225776,0
20.226884,0
20.227988,4
20.229088,16
20.230288,25
20.23148,9
20.232584,4
20.23368,81
20.23488,121
20.236148,81
20.237348,25
20.238532,4
20.239644,1
20.240744,0
20.241848,0
20.242948,0
20.244052,1
20.245156,9
20.24626,16
20.247448,9
20.248552,0
20.249664,49
20.250856,121
20.252124,81
20.253316,16
20.254508,4
20.255612,0
20.256716,0
20.257824,0
20.258928,0
20.26004,0
20.261144,1
20.262248,4
20.263352,9
20.264452,4
20.265556,1
20.26666,49
20.267852,81
20.269044,49
20.27024,16
20.271424,4
20.272528,0
20.273636,1
20.27474,1
20.275844,1
20.276948,0
20.278052,1
20.279156,1
20.28026,1
20.281368,0
20.28248,16
20.283664,49
20.28486,49
20.286044,25
20.287236,4
20.288344,1
20.289448,1
20.290544,0
20.291652,0
20.29276,0
20.293864,0
20.294968,1
20.29608,1
20.297176,0
20.29828,0
20.299388,16
20.30058,36
20.30176,36
20.30296,16
20.304156,4
20.30526,4
20.306364,1
20.307456,0
20.308564,0
20.309672,0
20.310776,1
20.31188,4
20.312984,4
20.314088,0
20.3152,1
20.316304,36
20.317496,64
20.318684,49
20.319876,16
20.32106,4
20.322164,1
20.32328,1
20.324384,0
20.325484,0
20.326592,0
20.327696,0
20.328796,0
20.329904,1
20.331,0
20.332116,1
20.33322,25
20.334404,25
20.335592,25
20.336792,16
20.337984,9
20.339092,1
20.340188,1
20.341292,0
20.342392,0
20.3435,0
20.3446,0
20.345712,0
20.34682,0
20.347924,0
20.349032,4
20.35014,9
20.351244,16
20.352436,9
20.353532,9
20.354636,4
20.35574,1
20.356844,1
20.357956,1
20.35906,1
20.360164,0
20.361272,0
20.362372,0
20.36348,0
20.36458,0
20.365688,4
20.3668,9
20.3679,9
20.369008,9
20.370108,4
20.371212,4
20.372316,4
20.37342,1
20.374524,1
20.375652,1
20.376744,0
20.377848,0
20.378952,0
20.380052,0
20.381156,1
20.38226,4
20.383364,4
20.384476,4
20.385584,4
20.386684,9
20.387788,9
20.3889,4
20.39,4
20.391108,1
20.392208,1
20.393324,1
20.394424,0
20.395524,0
20.396624,0
20.397732,1
20.398836,1
20.39994,4
20.401044,4
20.402156,4
20.403268,4
20.404372,4
20.405476,4
20.40658,4
20.407684,4
20.408788,4
20.409884,1
20.411,1
20.4121,0
20.4132,0
20.414308,4
20.415416,1
20.416524,1
20.417628,1
20.418732,1
20.41984,1
20.420948,1
20.422052,1
20.423148,1
20.42426,1
20.42536,1
20.426464,1
20.427564,1
20.428676,1
20.429776,0
20.430884,1
20.431992,1
20.4331,4
20.4342,4
20.435304,4
20.436412,4
20.437516,4
20.43862,4
20.439724,4
20.440828,4
20.441932,1
20.443036,1
20.44414,1
20.445252,1
20.446356,0
20.447468,1
20.448572,4
20.449672,4
20.450772,4
20.451876,4
20.45298,4
20.454084,1
20.455196,1
20.456304,1
20.457404,1
20.458516,1
20.459616,0
20.460724,1
20.461828,1
20.462932,4
20.46404,4
20.46514,4
20.466252,4
20.467348,4
20.468452,4
20.469552,4
20.470664,1
20.471764,1
20.472892,1
20.473984,1
20.475092,1
20.476192,1
20.4773,1
20.478404,1
20.479496,0
20.480608,1
20.481716,4
20.48282,4
20.483924,4
20.485032,4
20.486132,1
20.487244,4
20.488344,4
20.489452,1
20.490564,1
20.491668,1
20.492764,1
20.493868,0
20.494968,0
20.496076,1
20.49718,1
20.498284,4
20.499396,9
20.500508,4
20.501608,1
20.502712,1
20.50382,1
20.504924,1
20.506028,1
20.507128,1
20.508236,1
20.509344,1
20.51044,0
20.511552,1
20.512652,1
20.513756,1
20.514864,4
20.515968,4
20.517084,4
20.518188,4
20.519292,4
20.520392,4
20.521492,4
20.522596,4
20.5237,1
20.524808,1
20.52592,1
20.52702,1
20.528124,1
20.529232,0
20.530336,1
20.53144,1
20.532544,4
20.533648,4
20.534752,4
20.53586,4
20.536964,4
20.538068,4
20.539172,4
20.540276,4
20.54138,4
20.542488,4
20.543604,1
20.544704,0
20.545812,1
20.546912,0
20.548016,1
20.549116,4
20.550224,9
20.551324,9
20.552436,4
20.55354,4
20.554644,1
20.555748,1
20.55686,1
20.557964,1
20.559068,1
20.560172,1
20.56128,0
20.562384,0
20.56348,0
20.564588,1
20.565692,4
20.5668,4
20.5679,4
20.569004,4
20.570132,4
20.571228,4
20.572328,4
20.573436,4
20.574536,4
20.575644,4
20.576744,1
20.577844,1
20.578952,0
20.580056,0
20.581164,1
20.582268,4
20.583372,9
20.584484,9
20.585588,4
20.586688,4
20.5878,1
20.588908,1
20.590008,1
20.591108,1
20.592216,1
20.593316,1
20.59442,0
20.595524,1
20.596636,1
20.597736,1
20.598852,1
20.599956,4
20.60106,4
20.602164,4
20.603268,4
20.604368,4
20.605476,4
20.60658,4
20.607684,4
20.608788,1
20.609896,1
20.610992,0
20.612108,1
20.613208,0
20.61432,1
20.615428,4
20.616532,4
20.617632,4
20.618732,4
20.619844,4
20.62094,4
20.622044,4
20.623156,4
20.624264,1
20.625364,1
20.626476,1
20.62758,0
20.628684,1
20.62978,0
20.630888,0
20.632004,4
20.6331,4
20.634204,4
20.635308,4
20.636412,4
20.637516,4
20.63862,1
20.639724,1
20.64084,4
20.641948,4
20.643048,4
20.644156,1
20.645256,0
20.646352,0
20.647456,0
20.64856,4
20.649672,9
20.65078,9
20.651884,4
20.652988,4
20.6541,4
20.6552,4
20.656304,4
20.657408,4
20.658524,4
20.659628,4
20.660724,4
20.661836,1
20.662932,0
20.664032,0
20.66514,1
20.666244,4
20.667356,4
20.668464,4
20.669568,4
20.670672,4
20.671776,4
20.672884,4
20.673988,1
20.675084,1
20.6762,1
20.6773,0
20.678404,1
20.679504,0
20.680608,0
20.681716,1
20.682824,4
20.683932,4
20.685052,9
20.686148,9
20.687252,4
20.688348,1
20.689452,1
20.690556,1
20.69166,1
20.692764,1
20.69388,1
20.69498,0
20.696088,0
20.697192,0
20.698292,1
20.6994,4
20.700508,4
20.701612,9
20.702716,9
20.70382,4
20.704924,4
20.706032,4
20.707132,1
20.708236,1
20.709344,1
20.710452,0
20.711564,0
20.712668,0
20.713764,0
20.714872,1
20.71598,4
20.717076,4
20.71818,4
20.719284,4
20.720396,9
20.7215,4
20.722604,1
20.723708,1
20.72482,1
20.725924,1
20.727028,1
20.728132,0
20.72924,0
20.730336,0
20.73144,1
20.732548,4
20.733656,9
20.734756,9
20.73586,4
20.736964,4
20.738092,1
20.739188,1
20.740292,1
20.741396,1
20.7425,1
20.743608,1
20.7447,0
20.745804,0
20.746912,0
20.74802,1
20.749124,4
20.750228,9
20.751332,9
20.75244,4
20.753548,1
20.754648,1
20.755772,1
20.756868,1
20.757972,1
20.759068,1
20.760176,1
20.761272,0
20.76238,0
20.763484,1
20.764596,1
20.765716,4
20.766812,9
20.767916,9
20.769016,4
20.770124,4
20.771228,1
20.772328,1
20.773436,1
20.774544,1
20.775644,1
20.776748,1
20.777852,0
20.778956,0
20.780064,0
20.781172,1
20.782284,4
20.783388,9
20.784492,9
20.785592,4
20.786692,4
20.7878,1
20.7889,1
20.790004,1
20.791116,1
20.79222,1
20.793324,1
20.794436,0
20.79554,0
20.796636,0
20.79774,0
20.798852,1
20.799956,4
20.80106,4
20.802164,4
20.803268,4
20.804372,4
20.805476,4
20.80658,4
20.807688,4
20.808804,4
20.809908,1
20.811008,1
20.812112,0
20.813212,0
20.814308,0
20.815428,4
20.816524,4
20.817636,4
20.81874,4
20.819844,4
20.820948,4
20.82206,4
20.82316,4
20.824268,4
20.825372,4
20.826492,1
20.827596,1
20.828684,0
20.829784,0
20.830888,0
20.831996,1
20.833096,4
20.834204,9
20.835316,9
20.836424,4
20.837532,4
20.838632,4
20.839736,1
20.840844,1
20.84194,1
20.843044,1
20.844156,0
20.845264,1
20.84636,0
20.847464,0
20.848572,1
20.849684,4
20.850788,9
20.851888,9
20.853,4
20.854104,4
20.855212,4
20.856312,1
20.85742,1
20.858516,1
20.85962,1
20.860724,0
20.861836,0
20.86294,0
20.864052,0
20.865152,1
20.86626,4
20.867364,4
20.868468,4
20.869572,4
20.870672,4
20.87178,4
20.872884,4
20.873988,4
20.875092,4
20.876196,4
20.8773,1
20.878412,1
20.87952,0
20.88062,0
20.881728,1
20.882832,4
20.883932,9
20.885036,9
20.88614,4
20.887244,4
20.888356,1
20.889464,1
20.890564,1
20.891676,1
20.89278,1
20.89388,0
20.894988,1
20.896088,0
20.8972,0
20.8983,1
20.899404,4
20.900508,9
20.901612,9
20.902716,9
20.90382,4
20.904924,1
20.906052,4
20.907148,1
20.908252,1
20.909356,1
20.910456,0
20.91156,0
20.912656,0
20.91376,0
20.914872,0
20.915976,4
20.917084,9
20.918188,9
20.919292,9
20.9204,4
20.921504,4
20.922612,1
20.923724,1
20.924828,1
20.925924,1
20.927028,1
20.928132,0
20.92924,0
20.930336,0
20.93144,1
20.932556,4
20.933668,9
20.934772,9
20.935872,4
20.93698,1
20.938084,1
20.939188,1
20.940284,1
20.941396,4
20.9425,4
20.943604,4
20.944712,1
20.945812,0
20.946912,0
20.948024,1
20.949132,4
20.950252,9
20.951344,4
20.952452,4
20.953556,4
20.954652,4
20.955756,1
20.95686,1
20.957964,1
20.959076,1
20.96018,1
20.961288,0
20.962396,0
20.963496,0
20.9646,0
20.965708,1
20.966808,9
20.967916,9
20.96902,9
20.970124,4
20.971228,4
20.972332,9
20.973436,1
20.974544,1
20.975652,1
20.97676,0
20.977864,0
20.978968,0
20.980072,0
20.981176,0
20.982276,4
20.98338,9
20.984484,9
20.985596,9
20.9867,9
20.987804,1
20.988908,1
20.99002,1
20.991124,1
20.992228,1
20.993332,1
20.99444,0
20.99554,0
20.99664,0
20.997744,0
20.998852,1
20.999956,4
21.00106,9
21.002164,9
21.003284,9
21.004384,4
21.005492,1
21.006596,1
21.0077,1
21.008804,1
21.0099,1
21.011012,0
21.01212,0
21.013216,0
21.01432,0
21.015428,4
21.016532,16
21.017732,16
21.01892,9
21.020028,4
21.021132,1
21.022228,1
21.023336,1
21.02444,1
21.025544,1
21.026644,1
21.027756,1
21.02886,0
21.029968,0
21.031072,0
21.03218,1
21.03328,9
21.034384,16
21.035576,4
21.036676,1
21.037784,1
21.038884,4
21.039996,1
21.0411,1
21.042212,1
21.043312,0
21.044416,0
21.04552,0
21.04662,0
21.047728,0
21.048836,4
21.049936,16
21.051124,9
21.052236,9
21.05334,9
21.054444,9
21.055556,1
21.05666,1
21.057764,1
21.058868,1
21.059968,0
21.06108,1
21.06218,0
21.06328,0
21.064384,0
21.065492,1
21.066596,9
21.0677,9
21.068808,9
21.06992,9
21.071028,4
21.072132,1
21.073236,1
21.07434,1
21.075436,1
21.076552,1
21.077644,0
21.078756,0
21.079856,0
21.08096,0
21.082068,4
21.08318,9
21.084284,9
21.085388,9
21.086492,1
21.087604,1
21.088708,1
21.089808,1
21.090908,1
21.092008,0
21.093116,1
21.094224,1
21.095328,1
21.096436,1
21.097544,0
21.098648,1
21.099756,4
21.100856,9
21.101964,9
21.10306,9
21.104164,1
21.105276,1
21.10638,1
21.107484,1
21.108588,1
21.109692,1
21.110804,1
21.111908,1
21.113008,0
21.11412,0
21.115224,1
21.116328,4
21.117428,4
21.118544,4
21.11964,4
21.120744,4
21.121844,4
21.122956,4
21.12406,1
21.125172,1
21.126276,1
21.12738,1
21.128484,1
21.129584,0
21.130688,1
21.131796,1
21.1329,1
21.134004,4
21.135108,4
21.136212,4
21.137316,4
21.13842,4
21.139528,4
21.140644,4
21.141748,4
21.142852,1
21.143956,1
21.145056,1
21.146156,1
21.14726,1
21.14836,1
21.149476,1
21.150584,1
21.151684,4
21.152792,4
21.1539,4
21.155,4
21.156108,4
21.157212,4
21.15832,4
21.15942,4
21.160524,4
21.161632,1
21.162732,0
21.163832,0
21.164936,1
21.166044,4
21.16716,4
21.168264,4
21.169372,4
21.170472,4
21.17158,4
21.17268,4
21.17378,4
21.174884,4
21.175996,1
21.1771,1
21.178204,1
21.179308,1
21.180412,1
21.18152,4
21.182624,4
21.183728,4
21.184852,4
21.185944,1
21.187044,1
21.188148,4
21.189252,4
21.190356,4
21.19146,1
21.192564,4
21.193676,4
21.194788,4
21.195888,4
21.196996,4
21.1981,1
21.199204,1
21.200308,1
21.201404,1
21.202516,1
21.20362,1
21.204724,0
21.205828,1
21.206928,1
21.208036,1
21.209148,4
21.210252,4
21.21136,4
21.212468,4
21.213572,1
21.214676,1
21.215772,1
21.216876,4
21.21798,4
21.219084,4
21.220196,4
21.221304,4
21.222412,4
21.223512,4
21.22462,4
21.225724,1
21.226828,1
21.227932,4
21.229036,1
21.23014,1
21.23124,1
21.232344,4
21.233452,4
21.234556,4
21.23566,4
21.236772,4
21.237884,4
21.238984,4
21.240092,1
21.241196,1
21.2423,1
21.243396,1
21.2445,0
21.245604,1
21.24672,1
21.24782,1
21.248924,1
21.250028,1
21.25114,4
21.252244,4
21.253348,4
21.254452,4
21.25556,4
21.25666,4
21.257764,4
21.258868,4
21.259972,4
21.261076,1
21.262184,1
21.263284,1
21.2644,1
21.265508,1
21.266612,4
21.267716,4
21.26882,4
21.26992,4
21.27102,4
21.272132,4
21.273236,4
21.27434,1
21.275444,1
21.276548,1
21.277656,1
21.278764,1
21.279864,0
21.280972,1
21.28208,1
21.283188,4
21.284288,4
21.285388,4
21.286492,4
21.287596,4
21.2887,4
21.289804,1
21.290916,1
21.29202,1
21.293132,1
21.294232,1
21.295336,0
21.296444,1
21.297544,1
21.298644,1
21.299752,4
21.30086,4
21.301964,4
21.303068,4
21.304172,4
21.30528,4
21.306388,1
21.307492,1
21.3086,4
21.309704,4
21.310812,4
21.311916,1
21.313012,1
21.314124,1
21.31522,1
21.316324,4
21.317436,4
21.31854,4
21.319644,4
21.320752,4
21.321856,4
21.322964,4
21.324068,4
21.325172,1
21.326292,1
21.32738,1
21.328484,1
21.329588,0
21.330692,1
21.331796,1
21.3329,4
21.334004,4
21.33512,4
21.336228,4
21.337328,4
21.338436,4
21.33954,1
21.34064,1
21.34174,1
21.342844,1
21.343956,1
21.34506,0
21.346164,1
21.347268,1
21.348376,1
21.34948,1
21.350588,1
21.351692,4
21.3528,4
21.353908,4
21.355004,4
21.356108,4
21.357212,4
21.35832,4
21.359424,1
21.360524,4
21.361636,4
21.362748,1
21.363848,0
21.364948,0
21.366056,1
21.367164,4
21.368268,4
21.369364,4
21.370476,4
21.37158,4
21.372684,4
21.373788,4
21.374892,4
21.375992,4
21.377108,1
21.378212,1
21.37932,0
21.380428,1
21.381528,1
21.382628,1
21.383732,4
21.384832,4
21.38594,4
21.387044,4
21.388156,4
21.38926,4
21.390372,1
21.391472,1
21.39258,1
21.393684,1
21.394788,1
21.395888,0
21.396992,0
21.3981,1
21.399204,1
21.400308,4
21.401416,4
21.402516,4
21.403624,4
21.404732,4
21.405844,4
21.406944,4
21.408052,4
21.409156,1
21.41026,1
21.411356,1
21.41246,0
21.413564,1
21.414676,1
21.41578,1
21.416884,4
21.417992,4
21.4191,4
21.420204,4
21.421308,4
21.422412,4
21.423524,4
21.42462,1
21.425732,1
21.426828,1
21.427932,1
21.429032,0
21.43014,1
21.431244,1
21.43236,1
21.433464,1
21.434568,4
21.435676,4
21.436776,4
21.437884,4
21.43898,4
21.440084,4
21.441196,4
21.4423,4
21.443404,1
21.444508,1
21.445616,1
21.446724,1
21.447824,1
21.448932,1
21.45004,4
21.451144,4
21.452244,4
21.453348,4
21.454452,4
21.455556,4
21.45666,4
21.457764,1
21.458876,1
21.459988,1
21.461088,1
21.462196,0
21.4633,1
21.4644,0
21.4655,0
21.466604,1
21.46772,4
21.46882,4
21.469924,4
21.471028,4
21.472132,4
21.473236,4
21.474344,4
21.475452,4
21.47656,4
21.477664,4
21.478772,1
21.479876,1
21.480968,1
21.482076,1
21.48318,4
21.484284,9
21.485396,4
21.4865,1
21.487604,1
21.488712,1
21.48982,1
21.490924,1
21.492028,1
21.493132,1
21.494236,1
21.49534,0
21.496444,0
21.497548,1
21.498652,1
21.499756,1
21.50086,4
21.501968,4
21.503084,4
21.504188,4
21.505292,4
21.506396,4
21.5075,4
21.508596,4
21.509708,4
21.510808,1
21.511916,1
21.513024,1
21.514124,1
21.515228,1
21.516336,1
21.517444,4
21.518544,4
21.519648,4
21.520764,4
21.521868,4
21.522964,4
21.524068,4
21.525172,4
21.526276,1
21.52738,1
21.528484,1
21.529612,1
21.530704,0
21.531808,1
21.532916,1
21.534016,4
21.535124,4
21.53622,4
21.537324,4
21.538436,4
21.53954,4
21.540644,1
21.541752,1
21.542852,1
21.54396,1
21.545068,1
21.546172,1
21.54728,1
21.548384,1
21.549488,4
21.550588,4
21.551692,4
21.552796,4
21.5539,4
21.555004,4
21.556116,4
21.55722,4
21.558332,4
21.559436,1
21.56054,1
21.561644,1
21.562748,1
21.563848,0
21.564956,1
21.56606,4
21.567164,4
21.568268,4
21.569376,1
21.570476,1
21.571588,1
21.572692,1
21.573804,1
21.574908,1
21.576012,1
21.577116,1
21.578212,1
21.579316,0
21.58042,1
21.581524,1
21.582636,1
21.58374,4
21.584844,4
21.585956,4
21.587056,4
21.588164,1
21.589268,1
21.590372,4
21.591484,4
21.59258,4
21.593684,1
21.594792,1
21.595892,1
21.596996,1
21.5981,4
21.599204,4
21.60032,9
21.601428,9
21.602532,1
21.603636,1
21.60474,1
21.605844,1
21.606944,1
21.608044,1
21.609156,1
21.61026,1
21.611368,1
21.612468,0
21.613576,0
21.61468,1
21.615784,1
21.616888,4
21.618004,4
21.619108,4
21.620204,4
21.621316,4
21.622412,4
21.623516,1
21.62462,1
21.625724,4
21.626836,4
21.627944,4
21.629052,1
21.630156,1
21.631256,1
21.63236,1
21.633464,4
21.634564,4
21.635676,4
21.63678,4
21.637884,4
21.638988,4
21.640092,4
21.641196,4
21.642308,1
21.643408,1
21.644524,1
21.645628,1
21.646728,1
21.647832,1
21.648932,4
21.650036,4
21.65114,4
21.652244,4
21.653356,4
21.65446,4
21.655572,4
21.656672,4
21.65778,1
21.65888,1
21.659988,1
21.661092,1
21.662196,1
21.6633,0
21.664404,1
21.665508,1
21.666612,1
21.667716,4
21.66882,4
21.669932,4
21.671044,4
21.672148,1
21.673252,1
21.674356,4
21.675456,4
21.676556,4
21.67766,4
21.678764,4
21.679876,4
21.68098,1
21.682084,1
21.683188,1
21.6843,1
21.685404,1
21.686508,1
21.687612,1
21.688724,1
21.68982,1
21.690924,1
21.692028,1
21.693132,1
21.694236,1
21.69534,0
21.696448,1
21.697564,1
21.698668,1
21.699772,4
21.700872,4
21.70198,4
21.703084,4
21.70418,4
21.705292,4
21.706392,4
21.7075,4
21.708604,1
21.709708,1
21.710812,1
21.711924,4
21.713028,1
21.714128,1
21.71524,1
21.716348,4
21.717452,4
21.718548,4
21.719652,4
21.720756,4
21.72186,1
21.722964,1
21.724076,4
21.72518,4
21.726288,4
21.727396,4
21.7285,4
21.7296,4
21.730704,1
21.731804,1
21.732916,1
21.73402,1
21.735128,1
21.736232,1
21.737336,1
21.738436,1
21.739544,1
21.740652,1
21.741772,1
21.742868,1
21.743972,1
21.745076,1
21.746176,1
21.74728,1
21.748384,1
21.749484,1
21.750596,1
21.7517,1
21.752808,1
21.753916,1
21.75502,1
21.756124,1
21.757224,1
21.758332,1
21.75944,0
21.760544,1
21.761648,1
21.762752,1
21.763852,1
21.76496,1
21.76606,4
21.767164,4
21.768284,4
21.769384,4
21.770492,4
21.771596,4
21.7727,4
21.773796,4
21.7749,1
21.776004,1
21.77712,1
21.778224,1
21.77932,0
21.780428,1
21.781536,1
21.78264,4
21.783744,4
21.784852,4
21.785964,4
21.787068,4
21.788164,4
21.789272,1
21.790376,1
21.79148,1
21.79258,4
21.793684,4
21.794796,4
21.795908,4
21.797012,4
21.798116,4
21.799216,4
21.800324,1
21.801424,1
21.802524,1
21.803636,1
21.80474,1
21.805844,0
21.806948,1
21.808052,4
21.80916,4
21.810264,4
21.811372,4
21.812484,1
21.813588,1
21.814692,1
21.815788,4
21.8169,4
21.817996,4
21.8191,4
21.820204,4
21.821316,4
21.82242,1
21.823532,1
21.824636,1
21.82574,1
21.826844,1
21.827948,1
21.829048,1
21.830156,1
21.83126,1
21.832364,0
21.833472,1
21.834576,1
21.83568,1
21.83678,4
21.837888,4
21.839004,4
21.840104,4
21.841212,1
21.842312,1
21.843412,4
21.844516,4
21.84562,4
21.846724,4
21.847836,1
21.84894,1
21.850044,4
21.851156,4
21.85226,4
21.853364,4
21.854468,4
21.855572,4
21.856684,1
21.857776,1
21.858892,1
21.859988,4
21.861092,4
21.8622,1
21.8633,1
21.8644,0
21.86552,0
21.866624,1
21.867728,4
21.868832,4
21.869936,4
21.871044,4
21.87214,4
21.873248,1
21.874356,1
21.875464,1
21.876564,4
21.877668,4
21.878772,4
21.879884,1
21.880984,0
21.882084,0
21.8832,1
21.884308,4
21.885404,4
21.886508,4
21.887612,4
21.888716,4
21.88982,4
21.890924,4
21.892036,4
21.893148,1
21.894252,1
21.895352,0
21.89646,0
21.89756,0
21.898664,0
21.899764,1
21.900876,1
21.90198,4
21.903084,9
21.904188,9
21.905292,9
21.906396,1
21.907508,1
21.908612,1
21.909732,1
21.910824,0
21.911928,0
21.913032,0
21.914132,0
21.915236,0
21.916336,1
21.917444,9
21.918556,16
21.91974,16
21.920936,16
21.922132,4
21.923232,4
21.924332,1
21.925444,1
21.92654,1
21.927644,1
21.92876,1
21.92986,0
21.930964,1
21.932072,4
21.933176,0
21.93428,16
21.935476,64
21.93666,49
21.937848,9
21.938956,1
21.94006,0
21.94116,0
21.942268,0
21.94338,1
21.944484,1
21.945588,1
21.946688,0
21.9478,1
21.948896,0
21.950004,4
21.951108,16
21.9523,9
21.953404,4
21.954512,1
21.95562,1
21.95672,0
21.957824,0
21.958932,1
21.96004,0
21.961144,0
21.96224,0
21.963344,0
21.964448,0
21.965552,0
21.96666,9
21.967764,25
21.96896,49
21.970156,49
21.971348,25
21.972524,9
21.973636,4
21.97474,1
21.975844,1
21.976944,0
21.978052,0
21.97916,0
21.980264,0
21.981368,1
21.98248,9
21.983584,4
21.984688,9
21.985788,9
21.986892,9
21.988,1
21.9891,0
21.9902,0
21.991316,0
21.992416,0
21.993524,0
21.994628,0
21.995736,0
21.996836,0
21.997944,4
21.999048,4
22.000152,0
22.00126,25
22.002444,64
22.003636,64
22.004832,25
22.006028,4
22.007132,1
22.008236,1
22.009328,0
22.01044,0
22.01154,0
22.012644,4
22.013752,16
22.014936,25
22.016132,0
22.01724,49
22.018432,169
22.0197,169
22.02098,49
22.022168,9
22.023276,0
22.024384,0
22.025488,0
22.026592,0
22.0277,0
22.028796,4
22.0299,16
22.031088,36
22.032284,16
22.033476,0
22.034584,64
22.035772,144
22.037044,121
22.038316,25
22.039512,1
22.04062,0
22.04172,0
22.042824,0
22.043932,0
22.04504,1
22.046144,9
22.047236,25
22.048432,49
22.049616,16
22.050812,16
22.052008,225
22.05328,289
22.054556,121
22.055828,16
22.057024,0
22.058132,1
22.059232,1
22.060336,0
22.06144,0
22.062544,1
22.063644,16
22.064836,36
22.066028,9
22.067132,4
22.06824,121
22.06952,196
22.070792,121
22.07206,25
22.073252,1
22.074356,0
22.075468,1
22.076568,0
22.07768,9
22.078784,25
22.07996,64
22.081148,64
22.08234,36
22.08354,0
22.084648,169
22.08592,484
22.087196,361
22.088468,100
22.089748,9
22.090856,1
22.09196,4
22.093068,1
22.094172,4
